"","Country","Indicator","Sex","Time","Value"
"678","Ireland","Length of maternity leave","Women",2006,34
"679","Ireland","Length of maternity leave","Women",2007,42
"680","Ireland","Length of maternity leave","Women",2008,42
"681","Ireland","Length of maternity leave","Women",2009,42
"682","Ireland","Length of maternity leave","Women",2010,42
"683","Ireland","Length of maternity leave","Women",2011,42
"684","Ireland","Length of parental leave with job protection","Women",1970,0
"685","Ireland","Length of parental leave with job protection","Women",1975,0
"686","Ireland","Length of parental leave with job protection","Women",1980,0
"687","Ireland","Length of parental leave with job protection","Women",1985,0
"688","Ireland","Length of parental leave with job protection","Women",1990,0
"689","Ireland","Length of parental leave with job protection","Women",1995,0
"690","Ireland","Length of parental leave with job protection","Women",2000,14
"691","Ireland","Length of parental leave with job protection","Women",2005,14
"692","Ireland","Length of parental leave with job protection","Women",2006,14
"693","Ireland","Length of parental leave with job protection","Women",2007,14
"694","Ireland","Length of parental leave with job protection","Women",2008,14
"695","Ireland","Length of parental leave with job protection","Women",2009,14
"696","Ireland","Length of parental leave with job protection","Women",2010,14
"697","Ireland","Length of parental leave with job protection","Women",2011,14
"698","Ireland","Total length of paid maternity and parental leave","Women",1970,0
"699","Ireland","Total length of paid maternity and parental leave","Women",1975,0
"700","Ireland","Total length of paid maternity and parental leave","Women",1980,0
"701","Ireland","Total length of paid maternity and parental leave","Women",1985,14
"702","Ireland","Total length of paid maternity and parental leave","Women",1990,14
"703","Ireland","Total length of paid maternity and parental leave","Women",1995,14
"704","Ireland","Total length of paid maternity and parental leave","Women",2000,14
"705","Ireland","Total length of paid maternity and parental leave","Women",2005,18
"706","Ireland","Total length of paid maternity and parental leave","Women",2006,22
"707","Ireland","Total length of paid maternity and parental leave","Women",2007,26
"708","Ireland","Total length of paid maternity and parental leave","Women",2008,26
"709","Ireland","Total length of paid maternity and parental leave","Women",2009,26
"710","Ireland","Total length of paid maternity and parental leave","Women",2010,26
"711","Ireland","Total length of paid maternity and parental leave","Women",2011,26
"712","Ireland","Length of paid father-specific leave","Men",1970,0
"713","Ireland","Length of paid father-specific leave","Men",1975,0
"714","Ireland","Length of paid father-specific leave","Men",1980,0
"715","Ireland","Length of paid father-specific leave","Men",1985,0
"716","Ireland","Length of paid father-specific leave","Men",1990,0
"717","Ireland","Length of paid father-specific leave","Men",1995,0
"718","Ireland","Length of paid father-specific leave","Men",2000,0
"719","Ireland","Length of paid father-specific leave","Men",2005,0
"720","Ireland","Length of paid father-specific leave","Men",2006,0
"721","Ireland","Length of paid father-specific leave","Men",2007,0
"722","Ireland","Length of paid father-specific leave","Men",2008,0
"723","Ireland","Length of paid father-specific leave","Men",2009,0
"724","Ireland","Length of paid father-specific leave","Men",2010,0
"725","Ireland","Length of paid father-specific leave","Men",2011,0
"726","Italy","Length of maternity leave","Women",1970,14
"727","Italy","Length of maternity leave","Women",1975,21.7
"728","Italy","Length of maternity leave","Women",1980,21.7
"729","Italy","Length of maternity leave","Women",1985,21.7
"730","Italy","Length of maternity leave","Women",1990,21.7
"731","Italy","Length of maternity leave","Women",1995,21.7
"732","Italy","Length of maternity leave","Women",2000,21.7
"733","Italy","Length of maternity leave","Women",2005,21.7
"734","Italy","Length of maternity leave","Women",2006,21.7
"735","Italy","Length of maternity leave","Women",2007,21.7
"736","Italy","Length of maternity leave","Women",2008,21.7
"737","Italy","Length of maternity leave","Women",2009,21.7
"738","Italy","Length of maternity leave","Women",2010,21.7
"739","Italy","Length of maternity leave","Women",2011,21.7
"740","Italy","Length of parental leave with job protection","Women",1970,26
"741","Italy","Length of parental leave with job protection","Women",1975,26
"742","Italy","Length of parental leave with job protection","Women",1980,26
"743","Italy","Length of parental leave with job protection","Women",1985,26
"744","Italy","Length of parental leave with job protection","Women",1990,26
"745","Italy","Length of parental leave with job protection","Women",1995,26
"746","Italy","Length of parental leave with job protection","Women",2000,26
"747","Italy","Length of parental leave with job protection","Women",2005,26
"748","Italy","Length of parental leave with job protection","Women",2006,26
"749","Italy","Length of parental leave with job protection","Women",2007,26
"750","Italy","Length of parental leave with job protection","Women",2008,26
"751","Italy","Length of parental leave with job protection","Women",2009,26
"752","Italy","Length of parental leave with job protection","Women",2010,26
"753","Italy","Length of parental leave with job protection","Women",2011,26
"754","Italy","Total length of paid maternity and parental leave","Women",1970,14
"755","Italy","Total length of paid maternity and parental leave","Women",1975,47.7
"756","Italy","Total length of paid maternity and parental leave","Women",1980,47.7
"757","Italy","Total length of paid maternity and parental leave","Women",1985,47.7
"758","Italy","Total length of paid maternity and parental leave","Women",1990,47.7
"759","Italy","Total length of paid maternity and parental leave","Women",1995,47.7
"760","Italy","Total length of paid maternity and parental leave","Women",2000,47.7
"761","Italy","Total length of paid maternity and parental leave","Women",2005,47.7
"762","Italy","Total length of paid maternity and parental leave","Women",2006,47.7
"763","Italy","Total length of paid maternity and parental leave","Women",2007,47.7
"764","Italy","Total length of paid maternity and parental leave","Women",2008,47.7
"765","Italy","Total length of paid maternity and parental leave","Women",2009,47.7
"766","Italy","Total length of paid maternity and parental leave","Women",2010,47.7
"767","Italy","Total length of paid maternity and parental leave","Women",2011,47.7
"768","Italy","Length of paid father-specific leave","Men",1970,0
"769","Italy","Length of paid father-specific leave","Men",1975,0
"770","Italy","Length of paid father-specific leave","Men",1980,0
"771","Italy","Length of paid father-specific leave","Men",1985,0
"772","Italy","Length of paid father-specific leave","Men",1990,0
"773","Italy","Length of paid father-specific leave","Men",1995,0
"774","Italy","Length of paid father-specific leave","Men",2000,0
"775","Italy","Length of paid father-specific leave","Men",2005,0
"776","Italy","Length of paid father-specific leave","Men",2006,0
"777","Italy","Length of paid father-specific leave","Men",2007,0
"778","Italy","Length of paid father-specific leave","Men",2008,0
"779","Italy","Length of paid father-specific leave","Men",2009,0
"780","Italy","Length of paid father-specific leave","Men",2010,0
"781","Italy","Length of paid father-specific leave","Men",2011,0
"782","Japan","Length of maternity leave","Women",1970,12
"783","Japan","Length of maternity leave","Women",1975,12
"784","Japan","Length of maternity leave","Women",1980,12
"785","Japan","Length of maternity leave","Women",1985,12
"786","Japan","Length of maternity leave","Women",1990,14
"787","Japan","Length of maternity leave","Women",1995,14
"788","Japan","Length of maternity leave","Women",2000,14
"789","Japan","Length of maternity leave","Women",2005,14
"790","Japan","Length of maternity leave","Women",2006,14
"791","Japan","Length of maternity leave","Women",2007,14
"792","Japan","Length of maternity leave","Women",2008,14
"793","Japan","Length of maternity leave","Women",2009,14
"794","Japan","Length of maternity leave","Women",2010,14
"795","Japan","Length of maternity leave","Women",2011,14
"796","Japan","Length of parental leave with job protection","Women",1970,0
"797","Japan","Length of parental leave with job protection","Women",1975,0
"798","Japan","Length of parental leave with job protection","Women",1980,0
"799","Japan","Length of parental leave with job protection","Women",1985,0
"800","Japan","Length of parental leave with job protection","Women",1990,0
"801","Japan","Length of parental leave with job protection","Women",1995,44
"802","Japan","Length of parental leave with job protection","Women",2000,44
"803","Japan","Length of parental leave with job protection","Women",2005,44
"804","Japan","Length of parental leave with job protection","Women",2006,44
"805","Japan","Length of parental leave with job protection","Women",2007,44
"806","Japan","Length of parental leave with job protection","Women",2008,44
"807","Japan","Length of parental leave with job protection","Women",2009,44
"808","Japan","Length of parental leave with job protection","Women",2010,44
"809","Japan","Length of parental leave with job protection","Women",2011,44
"810","Japan","Total length of paid maternity and parental leave","Women",1970,12
"811","Japan","Total length of paid maternity and parental leave","Women",1975,12
"812","Japan","Total length of paid maternity and parental leave","Women",1980,12
"813","Japan","Total length of paid maternity and parental leave","Women",1985,12
"814","Japan","Total length of paid maternity and parental leave","Women",1990,14
"815","Japan","Total length of paid maternity and parental leave","Women",1995,58
"816","Japan","Total length of paid maternity and parental leave","Women",2000,58
"817","Japan","Total length of paid maternity and parental leave","Women",2005,58
"818","Japan","Total length of paid maternity and parental leave","Women",2006,58
"819","Japan","Total length of paid maternity and parental leave","Women",2007,58
"820","Japan","Total length of paid maternity and parental leave","Women",2008,58
"821","Japan","Total length of paid maternity and parental leave","Women",2009,58
"822","Japan","Total length of paid maternity and parental leave","Women",2010,58
"823","Japan","Total length of paid maternity and parental leave","Women",2011,58
"824","Japan","Length of paid father-specific leave","Men",1970,0
"825","Japan","Length of paid father-specific leave","Men",1975,0
"826","Japan","Length of paid father-specific leave","Men",1980,0
"827","Japan","Length of paid father-specific leave","Men",1985,0
"828","Japan","Length of paid father-specific leave","Men",1990,0
"829","Japan","Length of paid father-specific leave","Men",1995,0
"830","Japan","Length of paid father-specific leave","Men",2000,0
"831","Japan","Length of paid father-specific leave","Men",2005,0
"832","Japan","Length of paid father-specific leave","Men",2006,0
"833","Japan","Length of paid father-specific leave","Men",2007,0
"834","Japan","Length of paid father-specific leave","Men",2008,0
"835","Japan","Length of paid father-specific leave","Men",2009,0
"836","Japan","Length of paid father-specific leave","Men",2010,52
"837","Japan","Length of paid father-specific leave","Men",2011,52
"838","Korea","Length of maternity leave","Women",1970,0
"839","Korea","Length of maternity leave","Women",1975,0
"840","Korea","Length of maternity leave","Women",1980,0
"841","Korea","Length of maternity leave","Women",1985,0
"842","Korea","Length of maternity leave","Women",1990,8.5
"843","Korea","Length of maternity leave","Women",1995,8.5
"844","Korea","Length of maternity leave","Women",2000,8.5
"845","Korea","Length of maternity leave","Women",2005,12.9
"846","Korea","Length of maternity leave","Women",2006,12.9
"847","Korea","Length of maternity leave","Women",2007,12.9
"848","Korea","Length of maternity leave","Women",2008,12.9
"849","Korea","Length of maternity leave","Women",2009,12.9
"850","Korea","Length of maternity leave","Women",2010,12.9
"851","Korea","Length of maternity leave","Women",2011,12.9
"852","Korea","Length of parental leave with job protection","Women",1970,0
"853","Korea","Length of parental leave with job protection","Women",1975,0
"854","Korea","Length of parental leave with job protection","Women",1980,0
"855","Korea","Length of parental leave with job protection","Women",1985,0
"856","Korea","Length of parental leave with job protection","Women",1990,47.8
"857","Korea","Length of parental leave with job protection","Women",1995,47.8
"858","Korea","Length of parental leave with job protection","Women",2000,47.8
"859","Korea","Length of parental leave with job protection","Women",2005,45.6
"860","Korea","Length of parental leave with job protection","Women",2006,45.6
"861","Korea","Length of parental leave with job protection","Women",2007,45.6
"862","Korea","Length of parental leave with job protection","Women",2008,52
"863","Korea","Length of parental leave with job protection","Women",2009,52
"864","Korea","Length of parental leave with job protection","Women",2010,52
"865","Korea","Length of parental leave with job protection","Women",2011,52
"866","Korea","Total length of paid maternity and parental leave","Women",1970,0
"867","Korea","Total length of paid maternity and parental leave","Women",1975,0
"868","Korea","Total length of paid maternity and parental leave","Women",1980,0
"869","Korea","Total length of paid maternity and parental leave","Women",1985,0
"870","Korea","Total length of paid maternity and parental leave","Women",1990,8.5
"871","Korea","Total length of paid maternity and parental leave","Women",1995,8.5
"872","Korea","Total length of paid maternity and parental leave","Women",2000,8.5
"873","Korea","Total length of paid maternity and parental leave","Women",2005,58.4
"874","Korea","Total length of paid maternity and parental leave","Women",2006,58.4
"875","Korea","Total length of paid maternity and parental leave","Women",2007,58.4
"876","Korea","Total length of paid maternity and parental leave","Women",2008,64.9
"877","Korea","Total length of paid maternity and parental leave","Women",2009,64.9
"878","Korea","Total length of paid maternity and parental leave","Women",2010,64.9
"879","Korea","Total length of paid maternity and parental leave","Women",2011,64.9
"880","Korea","Length of paid father-specific leave","Men",1970,0
"881","Korea","Length of paid father-specific leave","Men",1975,0
"882","Korea","Length of paid father-specific leave","Men",1980,0
"883","Korea","Length of paid father-specific leave","Men",1985,0
"884","Korea","Length of paid father-specific leave","Men",1990,0
"885","Korea","Length of paid father-specific leave","Men",1995,0
"886","Korea","Length of paid father-specific leave","Men",2000,0
"887","Korea","Length of paid father-specific leave","Men",2005,0
"888","Korea","Length of paid father-specific leave","Men",2006,0
"889","Korea","Length of paid father-specific leave","Men",2007,0
"890","Korea","Length of paid father-specific leave","Men",2008,52
"891","Korea","Length of paid father-specific leave","Men",2009,52
"892","Korea","Length of paid father-specific leave","Men",2010,52
"893","Korea","Length of paid father-specific leave","Men",2011,52
"894","Luxembourg","Length of maternity leave","Women",1970,12
"895","Luxembourg","Length of maternity leave","Women",1975,12
"896","Luxembourg","Length of maternity leave","Women",1980,16
"897","Luxembourg","Length of maternity leave","Women",1985,16
"898","Luxembourg","Length of maternity leave","Women",1990,16
"899","Luxembourg","Length of maternity leave","Women",1995,16
"900","Luxembourg","Length of maternity leave","Women",2000,16
"901","Luxembourg","Length of maternity leave","Women",2005,16
"902","Luxembourg","Length of maternity leave","Women",2006,16
"903","Luxembourg","Length of maternity leave","Women",2007,16
"904","Luxembourg","Length of maternity leave","Women",2008,16
"905","Luxembourg","Length of maternity leave","Women",2009,16
"906","Luxembourg","Length of maternity leave","Women",2010,16
"907","Luxembourg","Length of maternity leave","Women",2011,16
"908","Luxembourg","Length of parental leave with job protection","Women",1970,0
"909","Luxembourg","Length of parental leave with job protection","Women",1975,0
"910","Luxembourg","Length of parental leave with job protection","Women",1980,0
"911","Luxembourg","Length of parental leave with job protection","Women",1985,0
"912","Luxembourg","Length of parental leave with job protection","Women",1990,0
"913","Luxembourg","Length of parental leave with job protection","Women",1995,0
"914","Luxembourg","Length of parental leave with job protection","Women",2000,26
"915","Luxembourg","Length of parental leave with job protection","Women",2005,26
"916","Luxembourg","Length of parental leave with job protection","Women",2006,26
"917","Luxembourg","Length of parental leave with job protection","Women",2007,26
"918","Luxembourg","Length of parental leave with job protection","Women",2008,26
"919","Luxembourg","Length of parental leave with job protection","Women",2009,26
"920","Luxembourg","Length of parental leave with job protection","Women",2010,26
"921","Luxembourg","Length of parental leave with job protection","Women",2011,26
"922","Luxembourg","Total length of paid maternity and parental leave","Women",1970,12
"923","Luxembourg","Total length of paid maternity and parental leave","Women",1975,12
"924","Luxembourg","Total length of paid maternity and parental leave","Women",1980,16
"925","Luxembourg","Total length of paid maternity and parental leave","Women",1985,16
"926","Luxembourg","Total length of paid maternity and parental leave","Women",1990,16
"927","Luxembourg","Total length of paid maternity and parental leave","Women",1995,16
"928","Luxembourg","Total length of paid maternity and parental leave","Women",2000,42
"929","Luxembourg","Total length of paid maternity and parental leave","Women",2005,42
"930","Luxembourg","Total length of paid maternity and parental leave","Women",2006,42
"931","Luxembourg","Total length of paid maternity and parental leave","Women",2007,42
"932","Luxembourg","Total length of paid maternity and parental leave","Women",2008,42
"933","Luxembourg","Total length of paid maternity and parental leave","Women",2009,42
"934","Luxembourg","Total length of paid maternity and parental leave","Women",2010,42
"935","Luxembourg","Total length of paid maternity and parental leave","Women",2011,42
"936","Luxembourg","Length of paid father-specific leave","Men",1970,0.4
"937","Luxembourg","Length of paid father-specific leave","Men",1975,0.4
"938","Luxembourg","Length of paid father-specific leave","Men",1980,0.4
"939","Luxembourg","Length of paid father-specific leave","Men",1985,0.4
"940","Luxembourg","Length of paid father-specific leave","Men",1990,0.4
"941","Luxembourg","Length of paid father-specific leave","Men",1995,0.4
"942","Luxembourg","Length of paid father-specific leave","Men",2000,26.4
"943","Luxembourg","Length of paid father-specific leave","Men",2005,26.4
"944","Luxembourg","Length of paid father-specific leave","Men",2006,26.4
"945","Luxembourg","Length of paid father-specific leave","Men",2007,26.4
"946","Luxembourg","Length of paid father-specific leave","Men",2008,26.4
"947","Luxembourg","Length of paid father-specific leave","Men",2009,26.4
"948","Luxembourg","Length of paid father-specific leave","Men",2010,26.4
"949","Luxembourg","Length of paid father-specific leave","Men",2011,26.4
"950","Mexico","Length of maternity leave","Women",1970,4.3
"951","Mexico","Length of maternity leave","Women",1975,12
"952","Mexico","Length of maternity leave","Women",1980,12
"953","Mexico","Length of maternity leave","Women",1985,12
"954","Mexico","Length of maternity leave","Women",1990,12
"955","Mexico","Length of maternity leave","Women",1995,12
"956","Mexico","Length of maternity leave","Women",2000,12
"957","Mexico","Length of maternity leave","Women",2005,12
"958","Mexico","Length of maternity leave","Women",2006,12
"959","Mexico","Length of maternity leave","Women",2007,12
"960","Mexico","Length of maternity leave","Women",2008,12
"961","Mexico","Length of maternity leave","Women",2009,12
"962","Mexico","Length of maternity leave","Women",2010,12
"963","Mexico","Length of maternity leave","Women",2011,12
"964","Mexico","Length of parental leave with job protection","Women",1970,0
"965","Mexico","Length of parental leave with job protection","Women",1975,0
"966","Mexico","Length of parental leave with job protection","Women",1980,0
"967","Mexico","Length of parental leave with job protection","Women",1985,0
"968","Mexico","Length of parental leave with job protection","Women",1990,0
"969","Mexico","Length of parental leave with job protection","Women",1995,0
"970","Mexico","Length of parental leave with job protection","Women",2000,0
"971","Mexico","Length of parental leave with job protection","Women",2005,0
"972","Mexico","Length of parental leave with job protection","Women",2006,0
"973","Mexico","Length of parental leave with job protection","Women",2007,0
"974","Mexico","Length of parental leave with job protection","Women",2008,0
"975","Mexico","Length of parental leave with job protection","Women",2009,0
"976","Mexico","Length of parental leave with job protection","Women",2010,0
"977","Mexico","Length of parental leave with job protection","Women",2011,0
"978","Mexico","Total length of paid maternity and parental leave","Women",1970,4.3
"979","Mexico","Total length of paid maternity and parental leave","Women",1975,12
"980","Mexico","Total length of paid maternity and parental leave","Women",1980,12
"981","Mexico","Total length of paid maternity and parental leave","Women",1985,12
"982","Mexico","Total length of paid maternity and parental leave","Women",1990,12
"983","Mexico","Total length of paid maternity and parental leave","Women",1995,12
"984","Mexico","Total length of paid maternity and parental leave","Women",2000,12
"985","Mexico","Total length of paid maternity and parental leave","Women",2005,12
"986","Mexico","Total length of paid maternity and parental leave","Women",2006,12
"987","Mexico","Total length of paid maternity and parental leave","Women",2007,12
"988","Mexico","Total length of paid maternity and parental leave","Women",2008,12
"989","Mexico","Total length of paid maternity and parental leave","Women",2009,12
"990","Mexico","Total length of paid maternity and parental leave","Women",2010,12
"991","Mexico","Total length of paid maternity and parental leave","Women",2011,12
"992","Mexico","Length of paid father-specific leave","Men",1970,0
"993","Mexico","Length of paid father-specific leave","Men",1975,0
"994","Mexico","Length of paid father-specific leave","Men",1980,0
"995","Mexico","Length of paid father-specific leave","Men",1985,0
"996","Mexico","Length of paid father-specific leave","Men",1990,0
"997","Mexico","Length of paid father-specific leave","Men",1995,0
"998","Mexico","Length of paid father-specific leave","Men",2000,0
"999","Mexico","Length of paid father-specific leave","Men",2005,0
"1000","Mexico","Length of paid father-specific leave","Men",2006,0
"1001","Mexico","Length of paid father-specific leave","Men",2007,0
"1002","Mexico","Length of paid father-specific leave","Men",2008,0
"1003","Mexico","Length of paid father-specific leave","Men",2009,0
"1004","Mexico","Length of paid father-specific leave","Men",2010,0
"1005","Mexico","Length of paid father-specific leave","Men",2011,0
"1006","Netherlands","Length of maternity leave","Women",1970,12
"1007","Netherlands","Length of maternity leave","Women",1975,12
"1008","Netherlands","Length of maternity leave","Women",1980,12
"1009","Netherlands","Length of maternity leave","Women",1985,12
"1010","Netherlands","Length of maternity leave","Women",1990,16
"1011","Netherlands","Length of maternity leave","Women",1995,16
"1012","Netherlands","Length of maternity leave","Women",2000,16
"1013","Netherlands","Length of maternity leave","Women",2005,16
"1014","Netherlands","Length of maternity leave","Women",2006,16
"1015","Netherlands","Length of maternity leave","Women",2007,16
"1016","Netherlands","Length of maternity leave","Women",2008,16
"1017","Netherlands","Length of maternity leave","Women",2009,16
"1018","Netherlands","Length of maternity leave","Women",2010,16
"1019","Netherlands","Length of maternity leave","Women",2011,16
"1020","Netherlands","Length of parental leave with job protection","Women",1970,0
"1021","Netherlands","Length of parental leave with job protection","Women",1975,0
"1022","Netherlands","Length of parental leave with job protection","Women",1980,0
"1023","Netherlands","Length of parental leave with job protection","Women",1985,0
"1024","Netherlands","Length of parental leave with job protection","Women",1990,0
"1025","Netherlands","Length of parental leave with job protection","Women",1995,13
"1026","Netherlands","Length of parental leave with job protection","Women",2000,13
"1027","Netherlands","Length of parental leave with job protection","Women",2005,13
"1028","Netherlands","Length of parental leave with job protection","Women",2006,13
"1029","Netherlands","Length of parental leave with job protection","Women",2007,13
"1030","Netherlands","Length of parental leave with job protection","Women",2008,13
"1031","Netherlands","Length of parental leave with job protection","Women",2009,26
"1032","Netherlands","Length of parental leave with job protection","Women",2010,26
"1033","Netherlands","Length of parental leave with job protection","Women",2011,26
"1034","Netherlands","Total length of paid maternity and parental leave","Women",1970,12
"1035","Netherlands","Total length of paid maternity and parental leave","Women",1975,12
"1036","Netherlands","Total length of paid maternity and parental leave","Women",1980,12
"1037","Netherlands","Total length of paid maternity and parental leave","Women",1985,12
"1038","Netherlands","Total length of paid maternity and parental leave","Women",1990,16
"1039","Netherlands","Total length of paid maternity and parental leave","Women",1995,16
"1040","Netherlands","Total length of paid maternity and parental leave","Women",2000,16
"1041","Netherlands","Total length of paid maternity and parental leave","Women",2005,16
"1042","Netherlands","Total length of paid maternity and parental leave","Women",2006,16
"1043","Netherlands","Total length of paid maternity and parental leave","Women",2007,16
"1044","Netherlands","Total length of paid maternity and parental leave","Women",2008,16
"1045","Netherlands","Total length of paid maternity and parental leave","Women",2009,42
"1046","Netherlands","Total length of paid maternity and parental leave","Women",2010,42
"1047","Netherlands","Total length of paid maternity and parental leave","Women",2011,42
"1048","Netherlands","Length of paid father-specific leave","Men",1970,0
"1049","Netherlands","Length of paid father-specific leave","Men",1975,0
"1050","Netherlands","Length of paid father-specific leave","Men",1980,0
"1051","Netherlands","Length of paid father-specific leave","Men",1985,0
"1052","Netherlands","Length of paid father-specific leave","Men",1990,0
"1053","Netherlands","Length of paid father-specific leave","Men",1995,0
"1054","Netherlands","Length of paid father-specific leave","Men",2000,0
"1055","Netherlands","Length of paid father-specific leave","Men",2005,0.4
"1056","Netherlands","Length of paid father-specific leave","Men",2006,0.4
"1057","Netherlands","Length of paid father-specific leave","Men",2007,0.4
"1058","Netherlands","Length of paid father-specific leave","Men",2008,0.4
"1059","Netherlands","Length of paid father-specific leave","Men",2009,26.4
"1060","Netherlands","Length of paid father-specific leave","Men",2010,26.4
"1061","Netherlands","Length of paid father-specific leave","Men",2011,26.4
"1062","New Zealand","Length of maternity leave","Women",1970,0
"1063","New Zealand","Length of maternity leave","Women",1975,0
"1064","New Zealand","Length of maternity leave","Women",1980,0
"1065","New Zealand","Length of maternity leave","Women",1985,26
"1066","New Zealand","Length of maternity leave","Women",1990,14
"1067","New Zealand","Length of maternity leave","Women",1995,14
"1068","New Zealand","Length of maternity leave","Women",2000,14
"1069","New Zealand","Length of maternity leave","Women",2005,13
"1070","New Zealand","Length of maternity leave","Women",2006,13
"1071","New Zealand","Length of maternity leave","Women",2007,14
"1072","New Zealand","Length of maternity leave","Women",2008,14
"1073","New Zealand","Length of maternity leave","Women",2009,14
"1074","New Zealand","Length of maternity leave","Women",2010,14
"1075","New Zealand","Length of maternity leave","Women",2011,14
"1076","New Zealand","Length of parental leave with job protection","Women",1970,0
"1077","New Zealand","Length of parental leave with job protection","Women",1975,0
"1078","New Zealand","Length of parental leave with job protection","Women",1980,0
"1079","New Zealand","Length of parental leave with job protection","Women",1985,0
"1080","New Zealand","Length of parental leave with job protection","Women",1990,44
"1081","New Zealand","Length of parental leave with job protection","Women",1995,44
"1082","New Zealand","Length of parental leave with job protection","Women",2000,44
"1083","New Zealand","Length of parental leave with job protection","Women",2005,45
"1084","New Zealand","Length of parental leave with job protection","Women",2006,45
"1085","New Zealand","Length of parental leave with job protection","Women",2007,44
"1086","New Zealand","Length of parental leave with job protection","Women",2008,44
"1087","New Zealand","Length of parental leave with job protection","Women",2009,44
"1088","New Zealand","Length of parental leave with job protection","Women",2010,44
"1089","New Zealand","Length of parental leave with job protection","Women",2011,44
"1090","New Zealand","Total length of paid maternity and parental leave","Women",1970,0
"1091","New Zealand","Total length of paid maternity and parental leave","Women",1975,0
"1092","New Zealand","Total length of paid maternity and parental leave","Women",1980,0
"1093","New Zealand","Total length of paid maternity and parental leave","Women",1985,0
"1094","New Zealand","Total length of paid maternity and parental leave","Women",1990,0
"1095","New Zealand","Total length of paid maternity and parental leave","Women",1995,0
"1096","New Zealand","Total length of paid maternity and parental leave","Women",2000,0
"1097","New Zealand","Total length of paid maternity and parental leave","Women",2005,13
"1098","New Zealand","Total length of paid maternity and parental leave","Women",2006,13
"1099","New Zealand","Total length of paid maternity and parental leave","Women",2007,14
"1100","New Zealand","Total length of paid maternity and parental leave","Women",2008,14
"1101","New Zealand","Total length of paid maternity and parental leave","Women",2009,14
"1102","New Zealand","Total length of paid maternity and parental leave","Women",2010,14
"1103","New Zealand","Total length of paid maternity and parental leave","Women",2011,14
"1104","New Zealand","Length of paid father-specific leave","Men",1970,0
"1105","New Zealand","Length of paid father-specific leave","Men",1975,0
"1106","New Zealand","Length of paid father-specific leave","Men",1980,0
"1107","New Zealand","Length of paid father-specific leave","Men",1985,0
"1108","New Zealand","Length of paid father-specific leave","Men",1990,0
"1109","New Zealand","Length of paid father-specific leave","Men",1995,0
"1110","New Zealand","Length of paid father-specific leave","Men",2000,0
"1111","New Zealand","Length of paid father-specific leave","Men",2005,0
"1112","New Zealand","Length of paid father-specific leave","Men",2006,0
"1113","New Zealand","Length of paid father-specific leave","Men",2007,0
"1114","New Zealand","Length of paid father-specific leave","Men",2008,0
"1115","New Zealand","Length of paid father-specific leave","Men",2009,0
"1116","New Zealand","Length of paid father-specific leave","Men",2010,0
"1117","New Zealand","Length of paid father-specific leave","Men",2011,0
"1118","Norway","Length of maternity leave","Women",1970,12
"1119","Norway","Length of maternity leave","Women",1975,12
"1120","Norway","Length of maternity leave","Women",1980,6
"1121","Norway","Length of maternity leave","Women",1985,6
"1122","Norway","Length of maternity leave","Women",1990,6
"1123","Norway","Length of maternity leave","Women",1995,9
"1124","Norway","Length of maternity leave","Women",2000,9
"1125","Norway","Length of maternity leave","Women",2005,9
"1126","Norway","Length of maternity leave","Women",2006,9
"1127","Norway","Length of maternity leave","Women",2007,9
"1128","Norway","Length of maternity leave","Women",2008,9
"1129","Norway","Length of maternity leave","Women",2009,9
"1130","Norway","Length of maternity leave","Women",2010,9
"1131","Norway","Length of maternity leave","Women",2011,9
"1132","Norway","Length of parental leave with job protection","Women",1970,0
"1133","Norway","Length of parental leave with job protection","Women",1975,0
"1134","Norway","Length of parental leave with job protection","Women",1980,64
"1135","Norway","Length of parental leave with job protection","Women",1985,64
"1136","Norway","Length of parental leave with job protection","Women",1990,74
"1137","Norway","Length of parental leave with job protection","Women",1995,81
"1138","Norway","Length of parental leave with job protection","Women",2000,81
"1139","Norway","Length of parental leave with job protection","Women",2005,81
"1140","Norway","Length of parental leave with job protection","Women",2006,81
"1141","Norway","Length of parental leave with job protection","Women",2007,81
"1142","Norway","Length of parental leave with job protection","Women",2008,81
"1143","Norway","Length of parental leave with job protection","Women",2009,79
"1144","Norway","Length of parental leave with job protection","Women",2010,79
"1145","Norway","Length of parental leave with job protection","Women",2011,78
"1146","Norway","Total length of paid maternity and parental leave","Women",1970,12
"1147","Norway","Total length of paid maternity and parental leave","Women",1975,12
"1148","Norway","Total length of paid maternity and parental leave","Women",1980,18
"1149","Norway","Total length of paid maternity and parental leave","Women",1985,18
"1150","Norway","Total length of paid maternity and parental leave","Women",1990,28
"1151","Norway","Total length of paid maternity and parental leave","Women",1995,38
"1152","Norway","Total length of paid maternity and parental leave","Women",2000,90
"1153","Norway","Total length of paid maternity and parental leave","Women",2005,90
"1154","Norway","Total length of paid maternity and parental leave","Women",2006,90
"1155","Norway","Total length of paid maternity and parental leave","Women",2007,90
"1156","Norway","Total length of paid maternity and parental leave","Women",2008,90
"1157","Norway","Total length of paid maternity and parental leave","Women",2009,88
"1158","Norway","Total length of paid maternity and parental leave","Women",2010,88
"1159","Norway","Total length of paid maternity and parental leave","Women",2011,87
"1160","Norway","Length of paid father-specific leave","Men",1970,0
"1161","Norway","Length of paid father-specific leave","Men",1975,0
"1162","Norway","Length of paid father-specific leave","Men",1980,0
"1163","Norway","Length of paid father-specific leave","Men",1985,0
